     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE       CMD
   34769   2016-12-11  20:09:12        00:37  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:13        00:38  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:14        00:39  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:15        00:40  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:16        00:41  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:17        00:42  100.0    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:18        00:43   99.4    5.4    913032   3418404  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:19        00:44  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:20        00:45  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:21        00:46  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:22        00:47  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:23        00:48  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:24        00:49  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:25        00:50  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:26        00:51  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:27        00:52  100.0    5.4    913664   3417092  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:28        00:53   99.9    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:29        00:54  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:30        00:56  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:32        00:57  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:33        00:58   98.6    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:34        00:59   99.4    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:35        01:00  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
   34769   2016-12-11  20:09:36        01:01  100.0    5.5    914752   3418116  /Library/Frameworks/R.framework/Resources/bin/exec/R --slave --no-restore --file=cv_biglasso_serial.R
